record_id,screenshot_file,screenshot_index,message_order,source,visible_date_label,extracted_text
1493,analysisdataset (2).csv,901,1,IRS,"10/23/2023, 18:40:03","https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1495,analysisdataset (2).csv,902,1,IRS,"10/23/2023, 18:43:02","link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1499,analysisdataset (2).csv,903,1,IRS,"10/23/2023, 19:50:23","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1503,analysisdataset (2).csv,904,1,E-Bay,"10/24/2023, 11:57:33","(VERIFICATION) for the $1,989.50 Charge on E-Bay. if this wasn't you, Tap mastermulticentro.com/ss to ""DENY"" Saturday 1:07 PM (*VERIFICATION*) for the $1,989.50 Charge on E-Bay. if this wasn't you, Tap mastermulticentro.com/ss to ""DENY"""
1504,analysisdataset (2).csv,905,1,USPS,"10/24/2023, 12:02:09","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usvnwcy.top (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!"
1507,analysisdataset (2).csv,906,1,IRS,"10/24/2023, 18:25:51","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1508,analysisdataset (2).csv,907,1,Email To Text,"10/24/2023, 18:31:15","I#R#S/ (M5G#357102) YOU FED3R4L RETURN W4S_B4N by the 1R'S. DON'T WORRY,we'll he! p you to F!x it, Click here> //sl.ut.ac.id/1spp"
1510,analysisdataset (2).csv,908,1,Phone Number,"10/24/2023, 20:39:19","Dear, congratulations on passing the interview. Day salary: Tk 2,000. Please contact: https://wa.me/959799484233"
1511,analysisdataset (2).csv,909,1,IRS,"10/24/2023, 21:15:50","1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1512,analysisdataset (2).csv,910,1,IRS,"10/24/2023, 21:28:32","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax\nobligations and to provide them with the highest quality service."
1514,analysisdataset (2).csv,911,1,ACA,"10/24/2023, 21:35:22","Make 50k or less? You may qualify for fantastic ACA rates, some as low as 0/month: storage.googleapis.com/getaca/getaca.html?fbluxyR7Z4 hbb85K 0"
1515,analysisdataset (2).csv,912,1,UI Online,"10/24/2023, 21:54:34","You have time sensitive correspondence waiting in your UI Online Inbox that may require a response. Failure to respond to time sensitive requests for information may result in a loss or denial of your unemployment benefits. To view the correspondence, log into your Ul Online account at: https://t.ly/iQ3HE To access correspondence, select 'Claimant Inbox' from the Claimant Home screen. Then, select 'Search' to find and vie. the correspondence."
1516,analysisdataset (2).csv,913,1,USPS,"10/24/2023, 21:59:09","Hello, USPS reminds you that your package has arrived at the warehouse, but cannot be delivered due to incomplete address information. Please confirm your address in the link. https://www.uspostalcenter.bond (Please"
1524,analysisdataset (2).csv,914,1,IRS,"10/25/2023, 13:32:14","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest"
1525,analysisdataset (2).csv,915,1,USPS,"10/25/2023, 13:53:37","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-address-amend.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
1527,analysisdataset (2).csv,916,1,IRS,"10/25/2023, 14:13:37","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.tax-helping.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 5:55 PM"
1535,analysisdataset (2).csv,917,1,IRS,"10/25/2023, 16:14:22","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provi > View all"
1536,analysisdataset (2).csv,918,1,IRS,"10/25/2023, 16:15:22","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 11:59 A"
1537,analysisdataset (2).csv,919,1,USPS,"10/25/2023, 16:15:56",MSGID: 4B2MABMNKA - EF69GDTS1L New Message! From : USPS Team Content: We are having trouble delivering your package due to an incorrect address. Please update your address details within 24 hours or your package will be returned to the seller. Use this link grco.de/beTOGX?case-30623v
1538,analysisdataset (2).csv,920,1,USPS,"10/25/2023, 16:16:55","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-address-amend.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). O'"
1539,analysisdataset (2).csv,921,1,USPS,"10/25/2023, 16:32:22",Your package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https:// usps.serviceid.online (Please reply 1 and restart iMessage to activate the link or copy the link to open in your Safari browser) The U.S.P.S team wishes you a great day!
1540,analysisdataset (2).csv,922,1,Unknown,"10/25/2023, 16:32:38","(M5G#154943) Y0U FED3R4L RETURN W4S_B4N by the 1R'S. D0N'T W0RRY,we'II he!p you to F!x it,C!ick here> //sl.ut.ac.id/1spp"
1541,analysisdataset (2).csv,923,1,IRS,"10/25/2023, 16:33:25","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.\n\nhttps://irs.gov.safe-paying.com\n\nThe mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1542,analysisdataset (2).csv,924,1,USPS,"10/25/2023, 16:37:09","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://cutt.ly/gwWmzsU1 (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day Sent from my iPhone"
1547,analysisdataset (2).csv,925,1,IRS,"10/25/2023, 17:36:17","Chatting with +44 7354 100553. Learn more [ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 21 min |||"
1548,analysisdataset (2).csv,926,1,IRS,"10/25/2023, 17:48:03","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 37 min"
1549,analysisdataset (2).csv,927,1,IRS,"10/25/2023, 17:52:50","RCS chat with +44 7751 934085. Learn more [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. |||"
1550,analysisdataset (2).csv,928,1,Phone Number,"10/25/2023, 18:18:01","For your $965.30 refund, we need your confirmation. Authenticate it through our online verification system aprpok.com/2pRGFz"
1552,analysisdataset (2).csv,929,1,USPS,"10/26/2023, 16:09:33","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-intend.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
1553,analysisdataset (2).csv,930,1,UI Online,"10/26/2023, 16:10:35","Hello, You have time sensitive correspondence waiting in your UI Online Inbox that may require a response.Failure to respond to time sensitive requests for information may result in a loss or denial of your unemployment benefits.To view the correspondence, log into your Ul Online account at https://t.ly/Ot6za To access correspondence, select 'Claimant Inbox' from the Claimant Home screen. Then, select 'Search' to find and vie. the correspondence."
1554,analysisdataset (2).csv,931,1,IRS,"10/26/2023, 16:54:02","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. Preview not available 2:11 PM"
1559,analysisdataset (2).csv,932,1,Phone Number,"10/26/2023, 17:41:04",Your $1000 October Stimulus Check has been approved. Confirm your details: leftfxn.com/aEdebm5r
1560,analysisdataset (2).csv,933,1,IRS,"10/26/2023, 20:13:37",IRS: After the last annual calculation of your fiscal acitivity we have determined that you are eligble for tax refund under section 501(c) (17) of the Internal Revenue Code. Please submit the Tax Refund Request Form at: https://irs-gov.id23764.tax/tax-refund#irs68796 and allow us 3-9 days to process it. Internal Revenue Service United States Department of the Treasury. TAXID12-073200870
1562,analysisdataset (2).csv,934,1,USPS,"10/26/2023, 23:12:23","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://track-tols-usopst.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day! O"
1563,analysisdataset (2).csv,935,1,IRS,"10/27/2023, 12:51:14","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 10:22 p. m."
1564,analysisdataset (2).csv,936,1,IRS,"10/27/2023, 13:06:04","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 9:52 AM"
1566,analysisdataset (2).csv,937,1,USPS,"10/28/2023, 21:36:35","Hello, USPS reminds you that your package has arrived at the warehouse, but cannot be delivered due to incomplete address information. Please confirm your address in the link. https://track-uspos-tols.com (Please reply Y, then exit the SMS, apsin RCS message"
1568,analysisdataset (2).csv,938,1,AnPost,"10/29/2023, 20:58:56",AnPost: Your parcel has just arrived at our depot with customs charge. https://delivery-customscharges.com/ Number of items: 1 Tracking number: LL509638221E
1574,analysisdataset (2).csv,939,1,USPS,"10/30/2023, 18:26:20","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. usps.upspb.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to browser and open it) The US Postal team wishes you a wonderful day"
1575,analysisdataset (2).csv,940,1,Phone Number,"10/30/2023, 18:53:47",Your $1000 Stimulus Check for November has been approved. Confirm details dtsaiel.com/OMDOK9EA
1577,analysisdataset (2).csv,941,1,Phone Number,"10/30/2023, 19:28:15",PHONE COMPROMISED: Your device scan revealed (3) extremely malicious files. Delete them IMMEDIATELY to secure your data hwqpzhm.com/QVdV9ppD
1578,analysisdataset (2).csv,942,1,AIB,"10/31/2023, 07:53:07","AIB: Due to unusual activity, your card has been placed on hold. aib-onlinesecurity-access.com and follow the on-screen instructions to re-activate."
1579,analysisdataset (2).csv,943,1,Phone Number,"10/31/2023, 13:27:01",Your $1000 Stimulus Check for November has been approved. Confirm details ebgicer.com/mDWj392A MMS 1:12 PM
1580,analysisdataset (2).csv,944,1,Phone Number,"10/31/2023, 18:16:11",Dear Mr/Ms Your goods have arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm or update your address in the link. https://uspuss.xyz Alternatively (copy the link to the browser and open RCS messa...
1581,analysisdataset (2).csv,945,1,Phone Number,"10/31/2023, 19:44:30",RE: Refund case #5134. Your service provider has overcharged you by $231.64. They have agreed to refund you in full: saismbb.com/03bMrEEM
1583,analysisdataset (2).csv,946,1,IRS,"11/01/2023, 16:18:34",IRS-STATEMENT-CLAIM.pdf PDF Document - 84 KB
1584,analysisdataset (2).csv,947,1,IRS,"11/01/2023, 16:45:38",IRS_TAX_REFUND_B2D 5T88RF9.pdf PDF Document - 83 KB
1585,analysisdataset (2).csv,948,1,IRS,"11/01/2023, 17:39:20",IRS_TAX_RE- FUND_B2D5T88RF9.pdf PDF Document · 83 KB
1586,analysisdataset (2).csv,949,1,Deutsche Post,"11/02/2023, 10:31:00","Your package delivery is on hold. To reschedule, you must pay these customs charges: https://deutschepost-pack.net"
1588,analysisdataset (2).csv,950,1,Phone Number,"11/02/2023, 11:05:21","D.post: Für Ihren Artikel, der geliefert wird, fallen Zollgebühren an. Um die Lieferung fortzusetzen, muss die Zahlung erfolgen an: frische-lieferung-de.com"
1590,analysisdataset (2).csv,951,1,IRS,"11/02/2023, 15:57:14","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1600,analysisdataset (2).csv,952,1,IRS,"11/03/2023, 17:11:58",IRS TAX REFUND MOP1QHS.pdf PDF Document â¢ 83 KB
1610,analysisdataset (2).csv,953,1,USPS,"11/03/2023, 18:01:46","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uspbb.top (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!"
1611,analysisdataset (2).csv,954,1,IRS,"11/03/2023, 18:34:13","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1613,analysisdataset (2).csv,955,1,Phone Number,"11/03/2023, 18:44:37",Refund Validation Request: Your cooperation is requested to validate your $863.35 refund via our online verification process. sqanzq.-com/cb8183
1615,analysisdataset (2).csv,956,1,IRS,"11/03/2023, 19:13:32","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1617,analysisdataset (2).csv,957,1,IRS,"11/03/2023, 19:22:10","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1618,analysisdataset (2).csv,958,1,IRS,"11/03/2023, 19:23:45",IRS_TAX_RE-FUND_OY2PTO2.pdf PDF Document · 83 KB
1619,analysisdataset (2).csv,959,1,IRS,"11/03/2023, 19:31:16","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service."
1627,analysisdataset (2).csv,960,1,Phone Number,"11/03/2023, 20:21:51",RE/REFUND #5134 - Your Refund Payment link is ready. Get your $231.64 refund here zjlesnt.com/ajWje8BZ
1632,analysisdataset (2).csv,961,1,IRS,"11/06/2023, 14:19:04","[IRS] We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation!"
1633,analysisdataset (2).csv,962,1,IRS,"11/06/2023, 14:20:15","[IRS] We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]"
1635,analysisdataset (2).csv,963,1,Phone Number,"11/06/2023, 14:37:28","Mobile Security Breach Warning: Warning! (4) apps have breached your mobile security. Take swift action to remove them. For assistance, click uwntow.com/65VPat"
1636,analysisdataset (2).csv,964,1,IRS,"11/06/2023, 15:05:57","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]"
1640,analysisdataset (2).csv,965,1,IRS,"11/06/2023, 15:15:58",IRS_Statement_ID40AJGAT9.pdf PDF Document · 97 KB
1645,analysisdataset (2).csv,966,1,USAA,"11/06/2023, 17:40:04",FRM:00031 MSG:(USAA Alert) Confirm and verify your transactions: propertyacademy.net/na.html#23 If all looks good you don't have to do anything USAA.
1646,analysisdataset (2).csv,967,1,IRS,"11/06/2023, 17:44:25","[IRS]We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O' A A"
1647,analysisdataset (2).csv,968,1,Phone Number,"11/06/2023, 17:56:17",Your Phone has been comprimised! CLICK LINK BELOW TO REMOVE ? pbizzz.com/J44rCi
1648,analysisdataset (2).csv,969,1,Email To Text,"11/06/2023, 18:00:50","A deduction of $714.02 was made from your account? Not you, click cesbc.us/ to cancel."
1649,analysisdataset (2).csv,970,1,IRS,"11/06/2023, 18:45:54",IRS_Statement_ID1G8J62KOZ.pdf PDF Document · 224 KB
1657,analysisdataset (2).csv,971,1,Phone Number,"11/06/2023, 19:09:46",Your Phone has been comprimised! ( CLICK LINK BELOW TO REMOVE (I pbizzz.com/J44rCi
1658,analysisdataset (2).csv,972,1,IRS,"11/06/2023, 19:11:48","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*"
1665,analysisdataset (2).csv,973,1,IRS,"11/06/2023, 21:00:54","1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]"
1667,analysisdataset (2).csv,974,1,Phone Number,"11/07/2023, 13:09:24","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023."
1668,analysisdataset (2).csv,975,1,IRS,"11/07/2023, 15:14:36","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]"
1674,analysisdataset (2).csv,976,1,IRS,"11/07/2023, 15:33:00","[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the iMessage"
1675,analysisdataset (2).csv,977,1,Phone Number,"11/07/2023, 15:37:36",(213) 671-8751 Here is an opportunity for you to benefit from extra unemployment insurance funds relief bonus set up by federal Government with a sum of $2400 every week as Taxes Refund Benefit Programe for every citizen Act Plan. Apply here: (https://forms.office.com/r/Oc71GAVPIJ) 10:26 PM
1676,analysisdataset (2).csv,978,1,IRS,"11/07/2023, 15:47:48","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.)"
1677,analysisdataset (2).csv,979,1,Unknown,"11/07/2023, 16:09:11","? THE US TREASURY DEPARTMENT sent you a new message Inbox The United States Treasury Department IN charge of American Rescue plan is offering up to $2,200 every week for all American Workers and Family. Apply here: https://americfamilyassist.com"
1678,analysisdataset (2).csv,980,1,IRS,"11/07/2023, 20:14:19","< [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]"
1680,analysisdataset (2).csv,981,1,IRS,"11/07/2023, 20:29:35","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]"
1681,analysisdataset (2).csv,982,1,IRS,"11/07/2023, 20:34:42","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline:"
1682,analysisdataset (2).csv,983,1,USPS,"11/07/2023, 20:49:08","Postal Notice. The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please click on the link to confirm your address https://usps.uspskkc.com (Please reply with Y, click on the link or copy the link to open it in Chrome browser) RCS message"
1686,analysisdataset (2).csv,984,1,Phone Number,"11/08/2023, 14:29:39",CANCELLATION: Confirm your delivery details by 11/07 to avoid cancellation of your fully paid order gpnmxqy.com/D1GN3RBE
1689,analysisdataset (2).csv,985,1,IRS,"11/08/2023, 15:21:40","[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]"
1692,analysisdataset (2).csv,986,1,IRS,"11/08/2023, 15:59:14","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]"
1697,analysisdataset (2).csv,987,1,Navy Federal,"11/08/2023, 18:35:27",NavyFederal^gb9f.pq9:For your protection we have placed a hold on your account.visit https://colegioina.edu.pe/nfcu/ to verify.
1698,analysisdataset (2).csv,988,1,USPS,"11/08/2023, 18:36:50","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.mytrackr-uspcex.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
1700,analysisdataset (2).csv,989,1,Rebook,"11/08/2023, 21:16:35","POST-OFFICE No one was in to sign for (100764773GB), use Rebook.Collection-35.com to rebook a new slot."
1701,analysisdataset (2).csv,990,1,Phone Number,"11/08/2023, 22:19:27",SYSTEM FAILURE: (3) Extremely malicious files have accessed your data. Delete files NOW to keep your data hlkdved.com/JZeAgzn5
1702,analysisdataset (2).csv,991,1,IRS,"11/08/2023, 22:22:32","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the"
1703,analysisdataset (2).csv,992,1,IRS,"11/08/2023, 22:24:33","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] 13:55"
1706,analysisdataset (2).csv,993,1,IRS,"11/09/2023, 17:05:59","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]"
1707,analysisdataset (2).csv,994,1,USPS,"11/09/2023, 17:20:36","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.serveas-us.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
1708,analysisdataset (2).csv,995,1,USPS,"11/09/2023, 17:29:30",The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://sotop-usps.top
1711,analysisdataset (2).csv,996,1,IRS,"11/09/2023, 19:32:11","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023."
1714,analysisdataset (2).csv,997,1,IRS,"11/09/2023, 21:34:46","In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation!"
1715,analysisdataset (2).csv,998,1,The Derma Co,"11/10/2023, 06:02:51",Knock Knock..It's FLAT 500 CASHBACK This Diwali @ Fantastic Friday Sale Don't Wait Now. Shop & Apply CB500 u1.mnge.co/DJ8PKA TheDermaCo
1716,analysisdataset (2).csv,999,1,IRS,"11/10/2023, 15:52:08","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide acor"
