record_id,screenshot_file,screenshot_index,message_order,source,visible_date_label,extracted_text
304,precleaned\Zabala - April 28\Screenshot_20260428_161342_Messages.jpg,153,3,Smart,Wednesday 27 Aug - 6:05pm,"1/2 27-Aug 18:05: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:;CHRIVEZPOR. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp"
305,precleaned\Zabala - April 28\Screenshot_20260428_161350_Messages.jpg,154,1,Smart,,"1/2 16-Sep 17:51: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CIG7016RAX. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview"
306,precleaned\Zabala - April 28\Screenshot_20260428_161350_Messages.jpg,154,2,Smart,Saturday 4 Oct + 2:21am,"1/2 04-Oct 02:21: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CJ44111XJ2. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
307,precleaned\Zabala - April 28\Screenshot_20260428_161358_Messages.jpg,155,1,Smart,,"1/2 30-Oct 10:38: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CJU33Q9QFT. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview s——_ A Unread ii"
308,precleaned\Zabala - April 28\Screenshot_20260428_161358_Messages.jpg,155,2,Smart,Tuesday 25 Nov « 5:21pm,"1/2 25-Nov 17:21: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:;CKP85ZJPV8. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
309,precleaned\Zabala - April 28\Screenshot_20260428_161406_Messages.jpg,156,1,Smart,,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview 1/2 18-Dec 21:42: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CLI77Z23RN. Get MORE with PROMO LOAD in the Smart App!"
310,precleaned\Zabala - April 28\Screenshot_20260428_161406_Messages.jpg,156,2,Smart,Monday 22 Dec + 6:38 pm,"1/2 22-Dec 18:38: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref: CLM48AWRSY. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
311,precleaned\Zabala - April 28\Screenshot_20260428_161414_Messages.jpg,157,1,Smart,,"1/2 14-Jan 16:42: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:DAE3A6ZSD1. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview"
312,precleaned\Zabala - April 28\Screenshot_20260428_161414_Messages.jpg,157,2,Smart,Sunday 8 Feb « 1:12am,"1/2 08-Feb 01:12: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref: DB80C7IMSS. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
313,precleaned\Zabala - April 28\Screenshot_20260428_161422_Messages.jpg,158,1,Smart,,"1/2 18-Feb 15:58: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:DBI6D32L9I. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C"
314,precleaned\Zabala - April 28\Screenshot_20260428_161422_Messages.jpg,158,2,Unknown,,Tap to load preview
315,precleaned\Zabala - April 28\Screenshot_20260428_161422_Messages.jpg,158,3,Smart,Wednesday 4 Mar « 12:14 am,"1/2 04-Mar 00:14: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:DC4OE6TEAW. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp"
316,precleaned\Zabala - April 28\Screenshot_20260428_161450_Messages.jpg,159,1,BPI,,"BPI] #MagingListoHuwagMagpaloko: Your One-Time PIN is 510833. Enter this code to confirm your login to BPI on your browser. If you did not make this login request, change your password or call the hotline immediately."
317,precleaned\Zabala - April 28\Screenshot_20260428_161450_Messages.jpg,159,2,BPI,Thursday 23 May 2024 « 11:02 pm,BPI] DO NOT SHARE: Use your SECRET one-time PIN 596966 to activate BPI Mobile Key on your SM-S918B.
318,precleaned\Zabala - April 28\Screenshot_20260428_161450_Messages.jpg,159,3,BPI,Wednesday 27 Aug * 6:04pm,BPI] DO NOT SHARE: Use your SECRET one-time PIN 257236 to activate BPI Mobile Key on your SM-S938B.
319,precleaned\Zabala - April 28\Screenshot_20260428_161459_Messages.jpg,160,1,BPI,Wednesday 14 Jan + 11:32am,BPI] DO NOT SHARE: Use your SECRET one-time PIN password 166728 to reset your password in BPI online.
320,precleaned\Zabala - April 28\Screenshot_20260428_161459_Messages.jpg,160,2,BPI,Saturday 14 Mar - 5:05pm,BPI] DO NOT SHARE: Use your SECRET one-time PIN 271056 to activate BPI Mobile Key on your SM-S938B.
321,precleaned\Zabala - April 28\Screenshot_20260428_161512_Messages.jpg,161,1,Unknown,,PBB] hi please use 461425
322,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,1,Unknown,,You earned 4.95 GigaPoints on your promo
323,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,2,Smart,,purchase! Simple. Easy. Smart. Thats the Smart App!
324,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,3,Unknown,Thursday 8 Feb 2024 + 8:36pm,You earned 9.95 GigaPoints on your promo
325,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,4,Smart,Thursday 8 Feb 2024 + 8:36pm,purchase! Simple. Easy. Smart. Thats the Smart App!
326,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,5,Unknown,Tuesday 20 Feb 2024 + 4:19pm,You earned 4.95 GigaPoints on your promo
327,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,6,Smart,Tuesday 20 Feb 2024 + 4:19pm,purchase! Simple. Easy. Smart. Thats the Smart App!
328,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,7,Unknown,Friday 1 Mar 2024 + 10:32pm,You earned 4.95 GigaPoints on your promo
329,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,8,Smart,Friday 1 Mar 2024 + 10:32pm,purchase! Simple. Easy. Smart. Thats the Smart App!
330,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,9,Unknown,Monday 11 Mar 2024 + 8:35am,You earned 9.95 GigaPoints on your promo
331,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,162,10,Smart,Monday 11 Mar 2024 + 8:35am,purchase! Simple. Easy. Smart. Thats the Smart App!
