final_dataset_version,final_row_id,final_split_eligible,final_dataset_role,data_origin,is_synthetic,source_name,dataset_name,source_group,normalized_label,message_raw,message_clean,service_category,scam_category,label_status,review_status,notes,unified_id,source_row_id,source_label,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,institution_type,source_file,reviewer_notes,synthetic_template_id,generation_method
v1_public_real_only,v1_public_real_only_row_008806,True,main_binary_classification,public_real,False,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,smishing,hello http://eatingupper.finance/WuHj8ekM,hello <URL>,,,accepted,accepted,category=Advertisement; brand=; sender_type=Phone Number; url=http://eatingupper.finance/WuHj8ekM; domain=eatingupper.finance,smishtank_976,976,verified_smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008807,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,We are having trouble delivering your package due to an incorrect address. Please update your address details to avoid your package will be returned to the seller.,We are having trouble delivering your package due to an incorrect address. Please update your address details to avoid your package will be returned to the seller.,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_03696; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=delivery,replacement_imc25_english_smish_03696,imc25_english_smish_03696,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008808,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,"[ osinsi.com ] Dear Lisa, the account has been reset for you, the new login code: Mn0838 remaining value 3,834,887.11 ~~~ klrhZ","[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: Mn0838 remaining value 3,834,887.11 ~~~ klrhZ",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0240; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_054873,ncsu_sms_phishing_054873,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008809,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,Your account got locked. Log in to verify it.,Your account got locked. Log in to verify it.,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_17013; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,replacement_imc25_english_smish_17013,imc25_english_smish_17013,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008810,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"We noticed suspicious login in Russia, if this was not you Please update your login: https://anz-updatemylogin.com (E1)","We noticed suspicious login in Russia, if this was not you Please update your login: <URL> (E1)",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=wrong number; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_002201; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_002201,ncsu_sms_phishing_002201,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008811,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"For safer online banking, we advise you to secure your mobile device as a trusted user below.","For safer online banking, we advise you to secure your mobile device as a trusted user below.",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_13954; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,replacement_imc25_english_smish_13954,imc25_english_smish_13954,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008812,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,"If you want to earn TK200-300 per day, click the link
https://t.me/Referincome3838_bot?start=r02263807585","If you want to earn TK200-300 per day, click the link <URL>",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0312; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0312,hf_bengali_sms_smishing_english_smish_0312,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008813,True,main_binary_classification,public_real,False,SmishX,yizhu-joy/SmishX,raw_recovery_91k_pool,smishing,[emailÂ protected] / U-S-P-S ID 42222 / Your item was not found. https://qi.lv/k6z,[emailÂ protected] / U-S-P-S ID 42222 / Your item was not found. <URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate smishx_smishing_0093; source_url=https://github.com/yizhu-joy/SmishX; scam_category=other,replacement_smishx_smishing_0093,smishx_smishing_0093,smishing,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008814,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,Your email account needs to be updated. Log in here: [emailupdate.org/LoginBD],Your email account needs to be updated. Log in here: [<URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0722; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0722,hf_bengali_sms_smishing_english_smish_0722,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008815,True,main_binary_classification,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,smishing,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, PocketBabe.co.uk 0870241182716","FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, <URL> <PHONE>",,,accepted,accepted,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,mishra_000196,196,Smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,true,false,true,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008816,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,American Consumer is Hiring! Test products from home & earn up to $45/ hr. No exp needed. Apply now! Remote position. Visit:,American Consumer is Hiring! Test products from home & earn up to <AMOUNT>/ hr. No exp needed. Apply now! Remote position. Visit:,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_01184; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,replacement_imc25_english_smish_01184,imc25_english_smish_01184,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008817,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,BDO NOTICE Your BDO Account is on-hold due to security purposes kindly verify here:,BDO NOTICE Your BDO Account is on-hold due to security purposes kindly verify here:,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_03359; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,replacement_imc25_english_smish_03359,imc25_english_smish_03359,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008818,True,main_binary_classification,public_real,False,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,smishing,RE: Refund case #5134. Your service provider has overcharged you by $231.64. They have agreed to refund you in full: saismbb.com/03bMrEEM,RE: Refund case #5134. Your service provider has overcharged you by <AMOUNT>. They have agreed to refund you in full: <URL>,,,accepted,accepted,category=Account Alert; brand=; sender_type=Phone Number; url=saismbb.com/03bMrEEM; domain=saismbb.com,smishtank_1581,1581,verified_smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008819,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"DHL : Your package is waiting to be shipped, you need to confirm your personal details to deliver your package pxlme.me/DHL-EXPRESS","DHL: Your package is waiting to be shipped, you need to confirm your personal details to deliver your package <URL>",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_017679; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_017679,ncsu_sms_phishing_017679,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008820,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"From PayPal: We've detected unusual activities on your account.

Please review your details via:",From PayPal: We've detected unusual activities on your account. Please review your details via:,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_10722; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,replacement_imc25_english_smish_10722,imc25_english_smish_10722,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008821,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,Payment not done sir yet company will start legal action your aadhar card pan card will be blocked,Payment not done sir yet company will start legal action your aadhar card pan card will be blocked,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_05364; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,replacement_imc25_english_smish_05364,imc25_english_smish_05364,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008822,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,"Thank you for your recent Amazon purchase. You have been charged $180.34. If there is any mistake, please call (407)438-4356","Thank you for your recent Amazon purchase. You have been charged <AMOUNT>. If there is any mistake, please call (<PHONE>",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0227; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0227,hf_bengali_sms_smishing_english_smish_0227,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,true,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008823,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,content_quality_replacement_91k_pool,smishing,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ sCbAX","New COIN~Login || <URL> Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ sCbAX",,,accepted,candidate,category=Advertisement; brand=T-Mobile; sender_type=Email To Text; url=anniversarys-mag.jp/urls?mode=go&pageid=2660&url=golnk.eu/fPjTwhgdgdgzjgfjdg#pihcl; domain=anniversarys-mag.jp,content_replacement_ncsu_sms_phishing_057495,ncsu_sms_phishing_057495,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Content-quality replacement from raw-available 91k candidate pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008824,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"（ www.usdtmerc.com ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,891,660.48ÙŠÐТ -,(}%","（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,891,660.48ÙŠÐТ -,(}%",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_032679; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_032679,ncsu_sms_phishing_032679,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008825,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,strict_raw_replacement_91k_pool,smishing,"UPDATE
Jry, your £500Loan App is ELIGIBLE to submit!
Click www.txt4.uk/PoDY9
REPAPR 49.7%
t.uk/broker-terms
Txt STOPT to88440","UPDATE Jry, your <AMOUNT>Loan App is ELIGIBLE to submit! Click <URL> REPAPR 49.7% <URL> Txt STOPT to88440",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_12242; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,strict_replacement_ncsu_sms_phishing_015206,ncsu_sms_phishing_015206,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008826,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,gathered_approved_smishing,smishing,Your registered mobile number needs to be updated. Please update here:https://ambbet.redrtl.com to continue receiving One-Time PIN,Your registered mobile number needs to be updated. Please update here:<URL> to continue receiving One-Time PIN,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_067130; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,gathered_imc25_english_smish_03935,ncsu_sms_phishing_067130,phishing_messages_row,True,original_unredacted,cleaned_from_raw,recovered_from_91k_pool,Recovered raw text from 91k candidate pool using normalized_clean_exact; candidate_id=ncsu_sms_phishing_067130.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008827,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,Traffic police fine 3000 TK for violation. Pay online to avoid court: traffic-fine.bd/pay,Traffic police fine 3000 TK for violation. Pay online to avoid court: traffic-fine.bd/pay,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0023; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0023,hf_bengali_sms_smishing_english_smish_0023,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008828,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,"Logistics service: Your item IPS081447296FR cannot be delivered, log in: https://lix32e.top and you
need to enter a detailed address before re-shipping","Logistics service: Your item IPS081447296FR cannot be delivered, log in: <URL> and you need to enter a detailed address before re-shipping",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049297; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_049172,ncsu_sms_phishing_049172,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008829,True,main_binary_classification,public_real,False,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,smishing,"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*","[I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. <URL> (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*",,,accepted,accepted,category=Finance/Crypto; brand=IRS; sender_type=Phone Number; url=https://irs.gov.direct-capitals.com; domain=irs.gov.direct-capitals.com,smishtank_1658,1658,verified_smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008830,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"juanmurilloleal.est@comfandi.edu.co / https://relinkes15.tk/d7B95 / $1,000 has been deducted from your account, if it was not you who did so, click on","<EMAIL> / <URL> / <AMOUNT> has been deducted from your account, if it was not you who did so, click on",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_007200; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_007200,ncsu_sms_phishing_007200,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,true,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008831,True,main_binary_classification,public_real,False,SmishX,yizhu-joy/SmishX,raw_recovery_91k_pool,smishing,"[Postal Service] Your delivery address is incorrect and we cannot deliver it, please update the delivery address timely. https://upssuers.com","[Postal Service] Your delivery address is incorrect and we cannot deliver it, please update the delivery address timely. <URL>",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate smishx_smishing_0044; source_url=https://github.com/yizhu-joy/SmishX; scam_category=other,replacement_smishx_smishing_0044,smishx_smishing_0044,smishing,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008832,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,"Bendigo: At 10:35:28 on 04/05/22, you added a new payee onto your online service. If this was NOT you, cancel via retailolbredirect.com immediately. (R)","Bendigo: At 10:35:28 on 04/05/22, you added a new payee onto your online service. If this was NOT you, cancel via <URL> immediately. (R)",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049299; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_007996,ncsu_sms_phishing_007996,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008833,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,Begin  your  PocketWin  adventure  today  with  an  up  to  £10  FREE  BONUS!  http://pktwn.uk/e4e3b  40xWR.  14Days.  MaxWD£50.  T&C  Apply.  Stop  Msg?  Call  +441,Begin your PocketWin adventure today with an up to <AMOUNT> FREE BONUS! <URL> 40xWR. 14Days. MaxWD<AMOUNT>. T&C Apply. Stop Msg? Call +441,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049305; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_000413,ncsu_sms_phishing_000413,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008834,True,main_binary_classification,public_real,False,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,smishing,Old Row: Today is the last day for GUARANTEED CHRISTMAS DELIVERY HURRY UP? https://oldrow.vias.ms/jo8sP CHARITY SHIRT in memory of Coach Mike Leach - 100% of net proceeds donated to American Heart Association in his honor.,Old Row: Today is the last day for GUARANTEED CHRISTMAS DELIVERY HURRY UP? <URL> CHARITY SHIRT in memory of Coach Mike Leach - 100% of net proceeds donated to American Heart Association in his honor.,,,accepted,accepted,category=Advertisement; brand=Old Row; sender_type=Short Code; url=https://oldrow.vias.ms/jo8sP; domain=oldrow.vias.ms,smishtank_316,316,verified_smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_008835,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"Dear Customer, transaction unsuccessful. Please try again later.","Dear Customer, transaction unsuccessful. Please try again later.",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_17008; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,replacement_imc25_english_smish_17008,imc25_english_smish_17008,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
