template_id,service_category,institution_type,template_text,variable_slots,derived_from_unified_ids,example_original_message,template_status,template_quality_score,notes
service_ham_template_00134,telecom,Smart,"1/2 <DATE_TIME>:21: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CJ44111XJ2. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000301,"1/2 04-Oct 02:21: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CJ44111XJ2. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00135,telecom,Smart,1/2 <DATE_TIME>:25: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:ALT572I6NT. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy <AMOUNT> and get a total of <AMOUNT> Load valid for 30 days. Get NOW at <URL> C,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000271,1/2 29-Dec 18:25: P300 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:ALT572I6NT. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp C,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00136,telecom,Smart,"1/2 <DATE_TIME>:29: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CBC7E6GOLF. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000287,"1/2 12-Feb 14:29: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CBC7E6GOLF. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00137,telecom,Smart,"1/2 <DATE_TIME>:30: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BJH13863R9. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000282,"1/2 17-Oct 10:30: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:BJH13863R9. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00138,telecom,Smart,"1/2 <DATE_TIME>:31: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:;CHF6UDJ2WU. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000298,"1/2 15-Aug 12:31: P200 loaded to 09397250664 from XXXXXXXX2950 for 1 year. Ref:;CHF6UDJ2WU. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00139,telecom,Smart,1/2 <DATE_TIME>:35: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: CCF6GZOPAO. Get MORE with PROMO LOAD in the <BRAND> App!,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000290,1/2 15-Mar 16:35: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref: CCF6GZOPAO. Get MORE with PROMO LOAD in the Smart App!,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00140,telecom,Smart,"1/2 <DATE_TIME>:36: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:;CFAIOQ5BYL. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000297,"1/2 10-Jun 12:36: P200 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:;CFAIOQ5BYL. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00141,telecom,Smart,"1/2 <DATE_TIME>:38: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: CLM48AWRSY. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000305,"1/2 22-Dec 18:38: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref: CLM48AWRSY. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00142,telecom,Smart,"1/2 <DATE_TIME>:38: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CJU33Q9QFT. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview s——_ A Unread ii","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000302,"1/2 30-Oct 10:38: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CJU33Q9QFT. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview s——_ A Unread ii",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00143,telecom,Smart,"1/2 <DATE_TIME>:40: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CCT3IAN2V9. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000291,"1/2 29-Mar 22:40: P500 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CCT3IAN2V9. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00144,telecom,Smart,"1/2 <DATE_TIME>:42: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CCTZIANIGE. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000292,"1/2 29-Mar 22:42: P100 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CCTZIANIGE. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00145,telecom,Smart,"1/2 <DATE_TIME>:42: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:DAE3A6ZSD1. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000306,"1/2 14-Jan 16:42: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:DAE3A6ZSD1. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00146,telecom,Smart,"1/2 <DATE_TIME>:48: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CA22ADZ7TI. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000284,"1/2 02-Jan 01:48: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CA22ADZ7TI. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00147,telecom,Smart,1/2 <DATE_TIME>:49: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BAL49HHY30. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy <AMOUNT> and get a total of <AMOUNT> Load valid for 30 days. Get NOW at <URL>,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000272,1/2 21-Jan 08:49: P115 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:BAL49HHY30. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00148,telecom,Smart,"1/2 <DATE_TIME>:50: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: CEDIMAJJVP. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000295,"1/2 13-May 12:50: P200 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref: CEDIMAJJVP. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00149,telecom,Smart,"1/2 <DATE_TIME>:51: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CIG7016RAX. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000300,"1/2 16-Sep 17:51: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CIG7016RAX. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00150,telecom,Smart,"1/2 <DATE_TIME>:58: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:DBI6D32L9I. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000308,"1/2 18-Feb 15:58: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:DBI6D32L9I. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00151,telecom,Smart,1/2 O7-<DATE_TIME>:30: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BB76BDDJXW. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy <AMOUNT> and get a total of <AMOUNT> Load valid for 30 days. Get NOW at <URL> C Tap to load preview,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000273,1/2 O7-Feb 21:30: P300 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:BB76BDDJXW. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp C Tap to load preview,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00152,telecom,Smart,"1/2 O7-<DATE_TIME>:38: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CE75LPS10B. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000294,"1/2 O7-May 10:38: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CE75LPS10B. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00153,telecom,Smart,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy <AMOUNT> and get a total of <AMOUNT> Load valid for 30 days. Get NOW at <URL> C Tap to load preview 1/2 <DATE_TIME>:56: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BD82HOEAOM. Get MORE with PROMO LOAD in the <BRAND> App!,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000276,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp C Tap to load preview 1/2 08-Apr 18:56: P300 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:BD82HOEAOM. Get MORE with PROMO LOAD in the Smart App!,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00154,telecom,Smart,"2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview","[""BRAND""]",manual_ham_final_000280;manual_ham_final_000289,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00155,telecom,Smart,"2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview 1/2 <DATE_TIME>:42: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CLI77Z23RN. Get MORE with PROMO LOAD in the <BRAND> App!","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000304,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview 1/2 18-Dec 21:42: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CLI77Z23RN. Get MORE with PROMO LOAD in the Smart App!",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00156,telecom,Smart,"2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview 1/2 <DATE_TIME>:49: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CC34FV1IYC6. Get MORE with PROMO LOAD in the <BRAND> App!","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000288,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C Tap to load preview 1/2 03-Mar 13:49: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CC34FV1IYC6. Get MORE with PROMO LOAD in the Smart App!",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00157,telecom,Smart,"<DATE_TIME> OM e © F il & € <BRAND> App : with just a tap on the <BRAND> App! Click “Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards!","[""AMOUNT"", ""BRAND"", ""DATE_TIME""]",manual_ham_final_000187,"4:02 OM e © F il & € Smart App : with just a tap on the Smart App! Click “Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards!",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00158,telecom,Smart,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the <BRAND> App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES!","[""BRAND""]",manual_ham_final_000186,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES!",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00159,telecom,Smart,Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards!,"[""AMOUNT"", ""BRAND""]",manual_ham_final_000189,Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards!,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00160,telecom,Smart,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the <BRAND> App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES!","[""AMOUNT"", ""BRAND""]",manual_ham_final_000180;manual_ham_final_000182;manual_ham_final_000184,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES!",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00161,telecom,Smart,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the <BRAND> App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! ,","[""AMOUNT"", ""BRAND""]",manual_ham_final_000178,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! ,",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00162,telecom,Smart,C Tap to load preview You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.,"[""AMOUNT"", ""BRAND""]",manual_ham_final_000185,C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00163,telecom,Smart,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the <BRAND> App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview","[""BRAND""]",manual_ham_final_000188,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00164,telecom,Smart,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the <BRAND> App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.","[""AMOUNT"", ""BRAND""]",manual_ham_final_000179,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00165,telecom,Smart,Tap to load preview 1/2 <DATE_TIME>:55: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BFL7P3UKFJ. Get MORE with PROMO LOAD in the <BRAND> App!,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000278,Tap to load preview 1/2 21-Jun 18:55: P300 loaded to 09397250664 from XXXXXXXX7017 for 1 year. Ref:BFL7P3UKFJ. Get MORE with PROMO LOAD in the Smart App!,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00166,telecom,Smart,You earned <AMOUNT> on your promo purchase! Simple. Easy. <BRAND>. Thats the <BRAND> App!,"[""AMOUNT"", ""BRAND""]",manual_ham_final_000316;manual_ham_final_000317;manual_ham_final_000318;manual_ham_final_000319;manual_ham_final_000320,You earned 4.95 GigaPoints on your promo purchase! Simple. Easy. Smart. Thats the Smart App!,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00167,telecom,Smart,"You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the <BRAND> App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C","[""AMOUNT"", ""BRAND""]",manual_ham_final_000177,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00168,telecom,Smart,"You have successfully redeemed ALL DATA 99 using <AMOUNT>. Keep using the <BRAND> App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the <BRAND> App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES! C Tap to load preview","[""AMOUNT"", ""BRAND""]",manual_ham_final_000183,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
